"asin","locale","price","proudct_name","product_link"
B003550F16,CA,"35.72",TuffRider Children's Starter Front Zip Paddock Boots | Kids Equestrian Horse Riding English Boots,https://www.amazon.com/dp/B003550F16?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003550F16,US,"35.72","TuffRider Children's Starter Front Zip Paddock Boots, Mocha, 13",https://www.amazon.com/dp/B003550F16?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003550F7A,CA,"35.99",TuffRider Children's Starter Front Zip Paddock Boots | Kids Equestrian Horse Riding English Boots,https://www.amazon.com/dp/B003550F7A?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003550F7A,US,"35.99","TuffRider Children's Starter Front Zip Paddock Boots, Mocha, 5",https://www.amazon.com/dp/B003550F7A?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003555282,CA,"35.99",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B003555282?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003555282,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Black, 10.5",https://www.amazon.com/dp/B003555282?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570LO,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Black, 7",https://www.amazon.com/dp/B0035570LO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570LY,CA,"35.99",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B0035570LY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570LY,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 7",https://www.amazon.com/dp/B0035570LY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570NC,CA,"35.99",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B0035570NC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570NC,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Black, 9",https://www.amazon.com/dp/B0035570NC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570NW,CA,"35.99",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B0035570NW?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570NW,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 9",https://www.amazon.com/dp/B0035570NW?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570OG,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Black, 10",https://www.amazon.com/dp/B0035570OG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570PU,CA,"35.99",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B0035570PU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0035570PU,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 10.5",https://www.amazon.com/dp/B0035570PU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558U8G,CA,"37.56",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B003558U8G?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558U8G,US,"37.56","TuffRider Women's Starter Front Zip Paddock Boots, Black, 6",https://www.amazon.com/dp/B003558U8G?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558U8Q,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 6",https://www.amazon.com/dp/B003558U8Q?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558U9A,CA,"35.96",TuffRider Ladies Starter Front Zip Paddock Boots,https://www.amazon.com/dp/B003558U9A?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558U9A,US,"35.96","TuffRider Women's Starter Front Zip Paddock Boots, Black, 6.5",https://www.amazon.com/dp/B003558U9A?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558UAO,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 7.5",https://www.amazon.com/dp/B003558UAO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558UAY,US,"39.76","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 8",https://www.amazon.com/dp/B003558UAY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558UFE,CA,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 11",https://www.amazon.com/dp/B003558UFE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003558UFE,US,"35.99","TuffRider Women's Starter Front Zip Paddock Boots, Mocha, 11",https://www.amazon.com/dp/B003558UFE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0036QOGDC,CA,"59.99",Nippies Style Gold Leather Heart Waterproof Self Adhesive Nipple Cover Pasties Size C,https://www.amazon.com/dp/B0036QOGDC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0036QOGDC,US,"59.99",Nippies Style Gold Leather Heart Waterproof Self Adhesive Nipple Cover Pasties Size C,https://www.amazon.com/dp/B0036QOGDC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KO36M,CA,"59.99",Nippies Style Black Patent Cross Waterproof Self Adhesive Nipple Cover Pasties Size C,https://www.amazon.com/dp/B0037KO36M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KO36M,US,"59.99",NIPPIES Style Black Patent Cross Waterproof Self Adhesive Nipple Cover Pasties Size C,https://www.amazon.com/dp/B0037KO36M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KS23M,CA,"59.99",Nippies Style Black Patent Cross Waterproof Self Adhesive Nipple Cover Pasties Size B,https://www.amazon.com/dp/B0037KS23M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KS23M,US,"59.99",NIPPIES Style Black Patent Cross Waterproof Self Adhesive Nipple Cover Pasties Size B,https://www.amazon.com/dp/B0037KS23M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KY4SY,CA,"59.99",Nippies Style Gold Leather Heart Waterproof Self Adhesive Nipple Cover Pasties Size B,https://www.amazon.com/dp/B0037KY4SY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0037KY4SY,US,"59.99",Nippies Style Gold Leather Heart Waterproof Self Adhesive Nipple Cover Pasties Size B,https://www.amazon.com/dp/B0037KY4SY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0038AF3TM,CA,"16.61","Find It All Tab File Folders, Letter Size, 5 Color Assortment, 80 Folders per Pack (FT07070)",https://www.amazon.com/dp/B0038AF3TM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B0038AF3TM,US,"16.61","Find It All Tab File Folders, Letter Size, 5 Color Assortment, 80 Folders per Pack (FT07070)",https://www.amazon.com/dp/B0038AF3TM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D19PSG,CA,"59.99","Kalos 41-Inch Acoustic Dreadnought Guitar Pack, Black - DGP-41BK",https://www.amazon.com/dp/B003D19PSG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D19PSG,US,"59.99","Kalos DGP-41BK 41-Inch Acoustic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Black",https://www.amazon.com/dp/B003D19PSG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1AF9O,CA,"59.99","Kalos 41-Inch Acoustic Dreadnought Guitar Pack, Blue - DGP-41BB",https://www.amazon.com/dp/B003D1AF9O?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1AF9O,US,"59.99","Kalos DGP-41BB 41-Inch Acoustic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Blue",https://www.amazon.com/dp/B003D1AF9O?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1CUEM,CA,"59.99","Kalos 41-Inch Acoustic Dreadnought Guitar Pack, Natural - DGP-41NW",https://www.amazon.com/dp/B003D1CUEM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1CUEM,US,"59.99","Kalos DGP-41NW 41-Inch Acoustic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Natural Wood",https://www.amazon.com/dp/B003D1CUEM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1IXVG,CA,"59.99","Kalos 38-Inch Acoustic Dreadnought Guitar Pack, Black - DGP-38BK",https://www.amazon.com/dp/B003D1IXVG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1IXVG,US,"59.99","Kalos DGP-38BK 38-Inch Acoustic Classic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Black",https://www.amazon.com/dp/B003D1IXVG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1J554,CA,"59.99","Kalos 40-Inch Acoustic Concert Guitar Pack, Natural - OGP-40NW",https://www.amazon.com/dp/B003D1J554?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1J554,US,"59.99","Kalos OGP-40NW 40-Inch Acoustic Concert Guitar Package with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Natural Wood",https://www.amazon.com/dp/B003D1J554?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1K8B4,CA,"59.99","Kalos 38-Inch Acoustic Dreadnought Guitar Pack, Natural - DGP-38NW",https://www.amazon.com/dp/B003D1K8B4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1K8B4,US,"59.99","Kalos DGP-38NW 38-Inch Acoustic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Natural Wood",https://www.amazon.com/dp/B003D1K8B4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1KB9S,CA,"59.99","Kalos 38-Inch Acoustic Dreadnought Guitar Pack, Pink - DGP-38PK",https://www.amazon.com/dp/B003D1KB9S?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1KB9S,US,"59.99","Kalos DGP-38PK 38-Inch Acoustic Classic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Pink",https://www.amazon.com/dp/B003D1KB9S?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1M8HQ,CA,"59.99","Kalos 38-Inch Acoustic Dreadnought Guitar Pack, Blue - DGP-38BB",https://www.amazon.com/dp/B003D1M8HQ?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1M8HQ,US,"59.99","Kalos DGP-38BB 38-Inch Acoustic Classic Dreadnought Guitar Package with Gig Bag, Strings, Pitch Pipe and Picks - Blue",https://www.amazon.com/dp/B003D1M8HQ?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1MVTG,CA,"59.99","Kalos 40-Inch Acoustic Concert Guitar Pack, Black - OGP-40BK",https://www.amazon.com/dp/B003D1MVTG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1MVTG,US,"59.99","Kalos OGP-40BK 40-Inch Acoustic Concert Guitar Package with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Black",https://www.amazon.com/dp/B003D1MVTG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1P0WG,CA,"59.99","Kalos 40-Inch Acoustic Concert Guitar Pack, Blue - OGP-40BB",https://www.amazon.com/dp/B003D1P0WG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003D1P0WG,US,"59.99","Kalos OGP-40BB 40-Inch Acoustic Concert Guitar Package with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Blue",https://www.amazon.com/dp/B003D1P0WG?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EU5V84,CA,"59.99","Kalos 41-Inch Acoustic Dreadnought Guitar with Gig Bag, Full Size - DG200",https://www.amazon.com/dp/B003EU5V84?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EU5V84,US,"59.99",Kalos DG200 41-Inch Acoustic Dreadnought Guitar with Gig Bag,https://www.amazon.com/dp/B003EU5V84?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EU6L1K,CA,"74.06","Kalos 40-Inch Acoustic Concert Cutaway Guitar Pack, Black - OGP2-40BK-C",https://www.amazon.com/dp/B003EU6L1K?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EU6L1K,US,"74.06","Kalos OGP2-40BK-C 40-Inch Acoustic Concert Cutaway Guitar with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Black",https://www.amazon.com/dp/B003EU6L1K?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUA1NE,CA,"59.99","Kalos 41-Inch Acoustic Dreadnought Cutaway Guitar with Gig Bag, Full Size - DG212C",https://www.amazon.com/dp/B003EUA1NE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUA1NE,US,"59.99",Kalos DG212C 41-Inch Acoustic Dreadnought Cutaway Guitar with Gig Bag,https://www.amazon.com/dp/B003EUA1NE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUAWT2,CA,"59.99",Kalos 41-Inch Acoustic Electric Dreadnought Cutaway Spruce Top Guitar with Gig Bag - DG222CEQ,https://www.amazon.com/dp/B003EUAWT2?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUAWT2,US,"59.99",Kalos DG222CEQ 41-Inch Acoustic Electric Dreadnought Cutaway Body Guitar with Spruce Top and Gig Bag,https://www.amazon.com/dp/B003EUAWT2?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUCNLC,CA,"59.99",Kalos 41-Inch Acoustic Electric Dreadnought Cutaway Guitar with Gig Bag - DG282CEQ,https://www.amazon.com/dp/B003EUCNLC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUCNLC,US,"59.99",Kalos DG282CEQ 41-Inch Acoustic Electric Dreadnought Cutaway Body Guitar with Gig Bag,https://www.amazon.com/dp/B003EUCNLC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUEGVC,CA,"59.99","Kalos 40-Inch Acoustic Concert Cutaway Guitar Pack, Natural - OGP2-40NW-C",https://www.amazon.com/dp/B003EUEGVC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUEGVC,US,"59.99","Kalos OGP2-40NW-C 40-Inch Acoustic Concert Cutaway Guitar with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Natural Wood",https://www.amazon.com/dp/B003EUEGVC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUEM02,CA,"59.99",Kalos 40-Inch Acoustic Electric Concert Cutaway Guitar with Gig Bag - OG262CEQ,https://www.amazon.com/dp/B003EUEM02?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUEM02,US,"59.99",Kalos OG262CEQ 40-Inch Acoustic Electric Cutaway Body Guitar with Gig Bag,https://www.amazon.com/dp/B003EUEM02?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUG1CY,CA,"59.99","Kalos 40-Inch Acoustic Concert Cutaway Guitar Pack, Blue - OGP2-40BB-C",https://www.amazon.com/dp/B003EUG1CY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003EUG1CY,US,"59.99","Kalos OGP2-40BB-C 40-Inch Acoustic Concert Cutaway Guitar with Gig Bag, Strap, Strings, Pitch Pipe and Picks - Blue",https://www.amazon.com/dp/B003EUG1CY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1HVDU,CA,"149.99","Cecilio CEVN-1BK Ebony Fitted Silent Electric Violin, Style 1, Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1HVDU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1HVDU,US,"149.99",Cecilio 4/4 CEVN-1BK Solid Wood Electric/Silent Violin with Ebony Fittings in Style 1 - Full Size - Black Metallic,https://www.amazon.com/dp/B003F1HVDU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1IERC,CA,"59.99","Cecilio CEVN-3BK Ebony Fitted Silent Electric Violin, Style 3, Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1IERC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1IERC,US,"59.99","Cecilio CEVN-3BK Style 3 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1IERC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1IHWY,CA,"149.99","Cecilio CEVN-1NA Ebony Fitted Silent Electric Violin, Style 1, Metallic Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1IHWY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1IHWY,US,"149.99","Cecilio Silent Electric Solid Wood Violin with Ebony Fittings, Electric Violin Kit in Various Colors and Styles (Full Body - Mahogany)",https://www.amazon.com/dp/B003F1IHWY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KEN4,CA,"59.99","Cecilio CEVN-4BK Ebony Fitted Silent Electric Violin, Style 4, Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KEN4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KEN4,US,"59.99","Cecilio CEVN-4BK Style 4 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KEN4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KLFU,CA,"59.99","Cecilio CEVN-3BL Ebony Fitted Silent Electric Violin, Style 3, Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KLFU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KLFU,US,"59.99","Cecilio CEVN-3BL Style 3 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KLFU?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KOAM,CA,"59.99","Cecilio CEVN-4BL Ebony Fitted Silent Electric Violin, Style 4, Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KOAM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1KOAM,US,"59.99","Cecilio CEVN-4BL Style 4 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1KOAM?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1M2ZC,CA,"149.99","Cecilio CEVN-1BL Ebony Fitted Silent Electric Violin, Style 1, Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1M2ZC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1M2ZC,US,"149.99","Cecilio CEVN-1BL Style 1 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1M2ZC?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1PK42,CA,"149.99","Cecilio CEVN-2BK Ebony Fitted Silent Electric Violin, Style 2, Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1PK42?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1PK42,US,"149.99","Cecilio CEVN-2BK Style 2 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Black, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1PK42?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1PRFO,CA,"131.24","Cecilio CEVN-2BL Ebony Fitted Silent Electric Violin, Style 2, Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1PRFO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1PRFO,US,"131.24","Cecilio CEVN-2BL Style 2 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Blue, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1PRFO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1RTLY,CA,"59.99","Cecilio CEVN-4NA Ebony Fitted Silent Electric Violin, Style 4, Metallic Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1RTLY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1RTLY,US,"59.99","Cecilio CEVN-4NA Style 4 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Red Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1RTLY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1TDBS,CA,"149.99","Cecilio CEVN-2NA Ebony Fitted Silent Electric Violin, Style 2, Metallic Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1TDBS?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1TDBS,US,"149.99","Cecilio CEVN-2NA Style 2 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Red Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1TDBS?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1VTI8,CA,"59.99","Cecilio CEVN-3NA Ebony Fitted Silent Electric Violin, Style 3, Metallic Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1VTI8?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1VTI8,US,"59.99","Cecilio CEVN-3NA Style 3 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Red Mahogany, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1VTI8?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1W3BA,CA,"59.99","Cecilio CEVN-4W Ebony Fitted Silent Electric Violin, Style 4, Metallic White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1W3BA?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F1W3BA,US,"59.99","Cecilio CEVN-4W Style 4 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Pearl White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F1W3BA?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F26F68,CA,"59.99","Cecilio CEVN-3W Ebony Fitted Silent Electric Violin, Style 3, Metallic White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F26F68?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F26F68,US,"59.99","Cecilio CEVN-3W Style 3 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Pearl White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F26F68?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F274FY,CA,"131.95","Cecilio CEVN-2Y Ebony Fitted Silent Electric Violin, Style 2, Metallic Yellow, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F274FY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F274FY,US,"131.95","Cecilio CEVN-2Y Style 2 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Yellow Maple, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F274FY?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F28UCK,CA,"164.99","Cecilio CEVN-1W Ebony Fitted Silent Electric Violin, Style 1, Metallic White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F28UCK?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F28UCK,US,"164.99","Cecilio CEVN-1W Style 1 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Pearl White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F28UCK?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2ATV0,CA,"84.21","Cecilio CEVN-2W Ebony Fitted Silent Electric Violin, Style 2, Metallic White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2ATV0?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2ATV0,US,"84.21","Cecilio CEVN-2W Style 2 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Pearl White, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2ATV0?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2B9QE,CA,"59.99","Cecilio CEVN-3Y Ebony Fitted Silent Electric Violin, Style 3, Metallic Yellow, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2B9QE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2B9QE,US,"59.99","Cecilio CEVN-3Y Style 3 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Yellow Maple, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2B9QE?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2BDZQ,CA,"140.64","Cecilio CEVN-1Y Ebony Fitted Silent Electric Violin, Style 1, Metallic Yellow, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2BDZQ?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2BDZQ,US,"140.64","Cecilio CEVN-1Y Style 1 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Yellow Maple, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2BDZQ?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2CSV4,CA,"59.99","Cecilio CEVN-4Y Ebony Fitted Silent Electric Violin, Style 4, Metallic Yellow, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2CSV4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003F2CSV4,US,"59.99","Cecilio CEVN-4Y Style 4 Silent Electric Solid Wood Violin with Ebony Fittings in Metallic Yellow Maple, Size 4/4 (Full Size)",https://www.amazon.com/dp/B003F2CSV4?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003FMHXD2,CA,"32.06","Vaultz Locking Gadget Box, Black with Chrome Accents, 5.5 x 8.25 x 2.25 Inch - Exterior Dimensions (VZ01269)",https://www.amazon.com/dp/B003FMHXD2?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003FMHXD2,US,"32.06","Vaultz Locking Gadget Box, Black with Chrome Accents, 5.5 x 8.25 x 2.25 Inch - Exterior Dimensions (VZ01269)",https://www.amazon.com/dp/B003FMHXD2?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HEOOR6,CA,"109.99",GLS Audio Bulk Microphone Cable 300' Blue Mic -300ft Signal Mike Cable,https://www.amazon.com/dp/B003HEOOR6?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HEOOR6,US,"109.99",GLS AUDIO Bulk Microphone Cable 300 feet (91.44 Meters) Blue Mic -300ft Signal Mike Cable,https://www.amazon.com/dp/B003HEOOR6?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HEPFMO,CA,"59.99","GLS Audio Bulk Cable de micr-fono de 300 pies, color verde",https://www.amazon.com/dp/B003HEPFMO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HEPFMO,US,"59.99","GLS Audio Bulk Cable de micr-fono de 300 pies, color verde",https://www.amazon.com/dp/B003HEPFMO?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HF2Z6M,CA,"59.99",GLS Audio Bulk Microphone Cable 300' Red Mic -300ft Signal Mike Cable,https://www.amazon.com/dp/B003HF2Z6M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
B003HF2Z6M,US,"59.99",GLS AUDIO Bulk Microphone Cable 300 feet (91.44 Meters) Red Mic -300ft Signal Mike Cable,https://www.amazon.com/dp/B003HF2Z6M?tag=hallocostu201-20&linkCode=ogi&th=1&psc=1
